sequenceID,collectionDate,postCode,longitude,latitude
hCoV-19/Belgium/Rega-0328194/2020|EPI_ISL_458164|2020-03-28|Europe,2020.23770491803,7180,640107.713335765,634543.268423556
hCoV-19/Belgium/ULG-8532/2020|EPI_ISL_418635|2020-03-19|Europe,2020.2131147541,4020,738582.443275743,649828.060857379
hCoV-19/Belgium/ULG-10055/2020|EPI_ISL_424652|2020-04-05|Europe,2020.25956284153,4845,761789.361359551,639036.61561205
hCoV-19/Belgium/LA-0403382/2020|EPI_ISL_462236|2020-04-03,2020.25409836066,5030,674657.150296433,638512.146051671
hCoV-19/Belgium/ULG-10056/2020|EPI_ISL_424655|2020-04-05|Europe,2020.25956284153,4845,762159.277816344,633852.144429244
hCoV-19/Belgium/ULG-10163/2020|EPI_ISL_447157|2020-04-19|Europe,2020.29781420765,4831,758910.214387746,648675.589367747
hCoV-19/Belgium/ULG-10069/2020|EPI_ISL_424633|2020-04-03|Europe,2020.25409836066,4845,763118.45853703,639651.659972352
hCoV-19/Belgium/ULG-10111/2020|EPI_ISL_427361|2020-04-07|Europe,2020.2650273224,4800,754130.474655306,641216.898663972
hCoV-19/Belgium/ULG-10137/2020|EPI_ISL_427382|2020-04-08|Europe,2020.26775956284,4910,757177.375261288,635457.07088652
hCoV-19/Belgium/AGR-0324174/2020|EPI_ISL_420431|2020-03-24|Europe,2020.22677595628,59880,NA,NA
hCoV-19/Belgium/Rega-0326261/2020|EPI_ISL_458231|2020-03-26|Europe,2020.23224043716,3150,665901.227793814,686825.75153054
hCoV-19/Belgium/UGent-60/2020|EPI_ISL_451171|2020-04-06|Europe,2020.26229508197,NA,NA,NA
hCoV-19/Belgium/Rega-0329230/2020|EPI_ISL_458200|2020-03-29|Europe,2020.24043715847,7850,623950.456168709,651343.376307558
hCoV-19/Belgium/BS-0325183/2020|EPI_ISL_420440|2020-03-25|Europe,2020.22950819672,7540,586788.018737855,649493.822513917
hCoV-19/Belgium/Rega-0328203/2020|EPI_ISL_458173|2020-03-28|Europe,2020.23770491803,3020,667670.273335192,678254.487931914
hCoV-19/Belgium/Rega-0328209/2020|EPI_ISL_458179|2020-03-28|Europe,2020.23770491803,7012,615776.610778042,626825.747196547
hCoV-19/Belgium/RDC-030961/2020|EPI_ISL_420452|2020-03-09|Europe,2020.18579234973,1170,653362.488756987,666521.030157998
hCoV-19/Belgium/ULG-7500/2020|EPI_ISL_418632|2020-03-16|Europe,2020.20491803279,4140,740551.630756998,633960.802382478
hCoV-19/Belgium/ULG-7134/2020|EPI_ISL_418628|2020-03-16|Europe,2020.20491803279,4100,731824.389850635,641866.78826519
hCoV-19/Belgium/Rega-0329235/2020|EPI_ISL_458205|2020-03-29|Europe,2020.24043715847,7971,597922.988057891,634395.069471654
hCoV-19/Belgium/Rega-0328193/2020|EPI_ISL_458163|2020-03-28|Europe,2020.23770491803,7000,619905.005539282,626385.732573266
hCoV-19/Belgium/Rega-0329226/2020|EPI_ISL_458196|2020-03-29|Europe,2020.24043715847,7080,613495.018714459,616499.520222121
hCoV-19/Belgium/Rega-0330248/2020|EPI_ISL_458218|2020-03-30|Europe,2020.24316939891,7602,593966.679708663,636634.903007833
hCoV-19/Belgium/Rega-0328197/2020|EPI_ISL_458167|2020-03-28|Europe,2020.23770491803,7331,614128.701475467,632021.389100702
hCoV-19/Belgium/CCM-0324167/2020|EPI_ISL_420424|2020-03-24|Europe,2020.22677595628,7000,619779.865892222,626451.921991273
hCoV-19/Belgium/Rega-0328192/2020|EPI_ISL_458162|2020-03-28|Europe,2020.23770491803,7100,633992.602694524,627252.597281761
hCoV-19/Belgium/UNJP-0324125/2020|EPI_ISL_420382|2020-03-24|Europe,2020.22677595628,1160,656993.083389752,664850.908366641
hCoV-19/Belgium/Rega-0329227/2020|EPI_ISL_458197|2020-03-29|Europe,2020.24043715847,7050,613692.629279988,637211.651073727
hCoV-19/Belgium/Rega-0329220/2020|EPI_ISL_458190|2020-03-29|Europe,2020.24043715847,7041,623392.865659312,617480.112690753
hCoV-19/Belgium/Rega-0328199/2020|EPI_ISL_458169|2020-03-28|Europe,2020.23770491803,7000,619252.162437747,626762.354065959
hCoV-19/Belgium/Rega-0328202/2020|EPI_ISL_458172|2020-03-28|Europe,2020.23770491803,7340,611260.985550386,621766.919969785
hCoV-19/Belgium/Rega-0330253/2020|EPI_ISL_458223|2020-03-30|Europe,2020.24316939891,1640,650438.951186287,657924.731908374
hCoV-19/Belgium/BJA-0409406/2020|EPI_ISL_462260|2020-04-09,2020.27049180328,7500,579257.971495689,639153.587288567
hCoV-19/Belgium/DPG-0325123/2020|EPI_ISL_420380|2020-03-25|Europe,2020.22950819672,7012,615851.857920577,626346.297775113
hCoV-19/Belgium/GMJ-0324132/2020|EPI_ISL_420389|2020-03-24|Europe,2020.22677595628,7000,622628.562003636,625122.201253192
hCoV-19/Belgium/GM-0323139/2020|EPI_ISL_420396|2020-03-23|Europe,2020.22404371585,7340,613205.365510817,621484.85871592
hCoV-19/Belgium/BEG-0324149/2020|EPI_ISL_420406|2020-03-24|Europe,2020.22677595628,7340,611950.63583765,622845.179477647
hCoV-19/Belgium/DJ-0409407/2020|EPI_ISL_462261|2020-04-09,2020.27049180328,1970,660284.42684007,668981.326996456
hCoV-19/Belgium/Rega-0329229/2020|EPI_ISL_458199|2020-03-29|Europe,2020.24043715847,7332,610866.996025928,634425.994706191
hCoV-19/Belgium/Rega-0329222/2020|EPI_ISL_458192|2020-03-29|Europe,2020.24043715847,7070,630809.535223493,634849.504248323
hCoV-19/Belgium/20A38/2020|EPI_ISL_452148|2020-04-01|Europe,2020.24863387978,NA,NA,NA
hCoV-19/Belgium/Rega-0328190/2020|EPI_ISL_458160|2020-03-28|Europe,2020.23770491803,7340,614476.959269159,621368.852559525
hCoV-19/Belgium/GE-0317105/2020|EPI_ISL_420361|2020-03-17|Europe,2020.20765027322,7334,609346.008467919,632047.252487722
hCoV-19/Belgium/VL-0318104/2020|EPI_ISL_420360|2020-03-18|Europe,2020.21038251366,7540,586530.117649849,647322.613519496
hCoV-19/Belgium/UM-0318103/2020|EPI_ISL_420359|2020-03-18|Europe,2020.21038251366,7387,602108.032471835,617826.788829075
hCoV-19/Belgium/VD-0318102/2020|EPI_ISL_420358|2020-03-18|Europe,2020.21038251366,7387,604131.302563964,612702.155484843
hCoV-19/Belgium/ULG-10134/2020|EPI_ISL_427379|2020-04-08|Europe,2020.26775956284,4100,731435.117693257,640335.751754882
hCoV-19/Belgium/ULG-10049/2020|EPI_ISL_424658|2020-04-05|Europe,2020.25956284153,4102,733999.333636597,643283.112903193
hCoV-19/Belgium/GJM-0328354/2020|EPI_ISL_462208|2020-03-28,2020.23770491803,5300,698940.474684809,633439.274158339
hCoV-19/Belgium/DB-0323140/2020|EPI_ISL_420397|2020-03-23|Europe,2020.22404371585,1180,648381.188856186,663162.020606745
hCoV-19/Belgium/20A55/2020|EPI_ISL_452152|2020-04-20|Europe,2020.30054644809,NA,NA,NA
hCoV-19/Belgium/UGent-63/2020|EPI_ISL_451174|2020-04-06|Europe,2020.26229508197,NA,NA,NA
hCoV-19/Belgium/RS-0324138/2020|EPI_ISL_420395|2020-03-24|Europe,2020.22677595628,6183,648732.465876985,629153.810199301
hCoV-19/Belgium/EBN-0323116/2020|EPI_ISL_420373|2020-03-23|Europe,2020.22404371585,6010,656764.416294378,619072.036436229
hCoV-19/Belgium/EM-0407403/2020|EPI_ISL_462257|2020-04-07,2020.2650273224,1070,644614.617998245,670396.020321919
hCoV-19/Belgium/MC-0323129/2020|EPI_ISL_420386|2020-03-23|Europe,2020.22404371585,1170,653026.398962613,666240.852408093
hCoV-19/Belgium/ULG-10023/2020|EPI_ISL_427341|2020-03-30|Europe,2020.24316939891,4100,729546.251754598,641147.11924527
hCoV-19/Belgium/NKR-030645/2020|EPI_ISL_418795|2020-03-06|Europe,2020.17759562842,1083,646253.283229158,674090.091583299
hCoV-19/Belgium/LJ-0328310/2020|EPI_ISL_462164|2020-03-28,2020.23770491803,7110,634496.514080743,632502.175660496
hCoV-19/Belgium/HN-0317324/2020|EPI_ISL_462178|2020-03-17,2020.20765027322,4140,741383.691882189,636729.101780446
hCoV-19/Belgium/ULG-8810/2020|EPI_ISL_418642|2020-03-19|Europe,2020.2131147541,4032,738584.119899513,646214.394562496
hCoV-19/Belgium/CA-0319111/2020|EPI_ISL_420368|2020-03-19|Europe,2020.2131147541,7300,608610.177522419,624572.058607972
hCoV-19/Belgium/20A30/2020|EPI_ISL_451935|2020-03-18|Europe,2020.21038251366,NA,NA,NA
hCoV-19/Belgium/ULG-9619/2020|EPI_ISL_418649|2020-03-22|Europe,2020.22131147541,4340,727210.553996886,652246.657914525
hCoV-19/Belgium/ULG-9725/2020|EPI_ISL_418659|2020-03-22|Europe,2020.22131147541,4000,735350.046703848,645270.614728
hCoV-19/Belgium/LV-0324133/2020|EPI_ISL_420390|2020-03-24|Europe,2020.22677595628,7000,622065.977038471,628435.170160801
hCoV-19/Belgium/STM-0324170/2020|EPI_ISL_420427|2020-03-24|Europe,2020.22677595628,7300,608465.363657807,626098.094044828
hCoV-19/Belgium/AF-0327321/2020|EPI_ISL_462175|2020-03-27,2020.2349726776,6001,656326.000465578,618830.926421162
hCoV-19/Belgium/Rega-0327213/2020|EPI_ISL_458183|2020-03-27|Europe,2020.2349726776,6238,652111.216882986,633555.915783879
hCoV-19/Belgium/Rega-0329219/2020|EPI_ISL_458189|2020-03-29|Europe,2020.24043715847,7000,622915.775901243,627462.927836731
hCoV-19/Belgium/Rega-0329237/2020|EPI_ISL_458207|2020-03-29|Europe,2020.24043715847,7040,619357.568886858,619747.428772907
hCoV-19/Belgium/Rega-0329236/2020|EPI_ISL_458206|2020-03-29|Europe,2020.24043715847,9990,583723.121456066,709028.714898039
hCoV-19/Belgium/NML-0325127/2020|EPI_ISL_420384|2020-03-25|Europe,2020.22950819672,1800,653467.393343286,678891.361255102
hCoV-19/Belgium/DNM-0330351/2020|EPI_ISL_462205|2020-03-30,2020.24316939891,4210,698912.020093437,642473.198096258
hCoV-19/Belgium/ULG-10074/2020|EPI_ISL_424634|2020-04-03|Europe,2020.25409836066,4000,732759.815093932,648249.326280251
hCoV-19/Belgium/ULG-10030/2020|EPI_ISL_421204|2020-03-31|Europe,2020.24590163934,4920,743581.820262608,625604.756786948
hCoV-19/Belgium/SG-0328314/2020|EPI_ISL_462168|2020-03-28,2020.23770491803,7061,625206.160550939,636108.54020965
hCoV-19/Belgium/ULG-10136/2020|EPI_ISL_427381|2020-04-08|Europe,2020.26775956284,4100,730805.072095901,639644.588025019
hCoV-19/Belgium/ULG-10142/2020|EPI_ISL_427385|2020-04-08|Europe,2020.26775956284,4000,733499.383157468,645867.745438738
hCoV-19/Belgium/DMT-0411408/2020|EPI_ISL_462262|2020-04-11,2020.27595628415,7860,613350.324733853,654434.1791413
hCoV-19/Belgium/ITM_C511/2020|EPI_ISL_434384|2020-04-15|Europe,2020.2868852459,NA,NA,NA
hCoV-19/Belgium/GE-030573/2020|EPI_ISL_420329|2020-03-05|Europe,2020.17486338798,3770,736762.256658753,666732.090698292
hCoV-19/Belgium/KA-03042/2020|EPI_ISL_417424|2020-03-04|Europe,2020.17213114754,2460,686306.597862696,717042.087474873
hCoV-19/Belgium/Rega-0328189/2020|EPI_ISL_458159|2020-03-28|Europe,2020.23770491803,7080,616434.688862328,622619.792625561
hCoV-19/Belgium/ULG-10164/2020|EPI_ISL_447158|2020-04-19|Europe,2020.29781420765,4800,754871.641480317,641754.735392684
hCoV-19/Belgium/SB-0407394/2020|EPI_ISL_462248|2020-04-07,2020.2650273224,3700,728749.454517989,662825.512858143
hCoV-19/Belgium/ECC-030686/2020|EPI_ISL_420342|2020-03-06|Europe,2020.17759562842,5020,676117.110806478,628799.173408685
hCoV-19/Belgium/DLDJ-030569/2020|EPI_ISL_420325|2020-03-05|Europe,2020.17486338798,2382,697122.718218174,739131.21474889
hCoV-19/Belgium/RA-030445/2020|EPI_ISL_420443|2020-03-04|Europe,2020.17213114754,3500,722276.571427805,682154.861694484
hCoV-19/Belgium/VLM-03011/2020|EPI_ISL_415153|2020-03-03|Europe,2020.1693989071,3040,664941.128284643,666320.087821724
hCoV-19/Belgium/VAG-03013/2020|EPI_ISL_415155|2020-03-01|Europe,2020.16393442623,3040,668894.532707532,662898.100241809
hCoV-19/Belgium/DA-030691/2020|EPI_ISL_420347|2020-03-06|Europe,2020.17759562842,6180,650601.97034129,626855.982622847
hCoV-19/Belgium/DB-03023/2020|EPI_ISL_416470|2020-03-02|Europe,2020.16666666667,4218,702961.284576058,633963.066755335
hCoV-19/Belgium/SN-03031/2020|EPI_ISL_416469|2020-03-03|Europe,2020.1693989071,3010,677994.989763731,674870.370933524
hCoV-19/Belgium/VHRA-030644/2020|EPI_ISL_418794|2020-03-06|Europe,2020.17759562842,9850,592921.351541867,692232.952993135
hCoV-19/Belgium/ULG-9719/2020|EPI_ISL_418658|2020-03-22,2020.22131147541,4000,738480.072375427,650085.180601866
hCoV-19/Belgium/ULG-10034/2020|EPI_ISL_427342|2020-03-31,2020.24590163934,4000,733976.126428493,645384.920463992
hCoV-19/Belgium/ULG-6754/2020|EPI_ISL_417019|2020-03-14|Europe,2020.19945355191,4700,782859.431557475,646083.149962156
hCoV-19/Belgium/ITM_C420/2020|EPI_ISL_434383|2020-04-10|Europe,2020.27322404372,NA,NA,NA
hCoV-19/Belgium/ULG-4163/2020|EPI_ISL_417013|2020-03-09|Europe,2020.18579234973,4990,751481.182460086,611871.10433556
hCoV-19/Belgium/ULG-10007/2020|EPI_ISL_421186|2020-03-30|Europe,2020.24316939891,4761,784313.597401017,625830.80534106
hCoV-19/Belgium/ITM_C067/2020|EPI_ISL_450725|2020-03-26|Europe,2020.23224043716,NA,NA,NA
hCoV-19/Belgium/ITM_C413/2020|EPI_ISL_450737|2020-04-10|Europe,2020.27322404372,NA,NA,NA
hCoV-19/Belgium/Rega-0329221/2020|EPI_ISL_458191|2020-03-29|Europe,2020.24043715847,3040,668576.781025687,662621.957465924
hCoV-19/Belgium/ULG-6503/2020|EPI_ISL_417016|2020-03-13|Europe,2020.19672131148,4623,743250.264739732,645184.861776414
hCoV-19/Belgium/VHC-030655/2020|EPI_ISL_420449|2020-03-06|Europe,2020.17759562842,4607,746960.462294902,657257.753707669
hCoV-19/Belgium/ULG-10058/2020|EPI_ISL_424653|2020-04-05|Europe,2020.25956284153,4970,766477.155471894,631011.393570992
hCoV-19/Belgium/ULG-10115/2020|EPI_ISL_427364|2020-04-07|Europe,2020.2650273224,4900,757330.333695071,629314.119689862
hCoV-19/Belgium/ULG-10051/2020|EPI_ISL_424660|2020-04-05|Europe,2020.25956284153,4900,753323.044772269,630668.022674869
hCoV-19/Belgium/ULG-10188/2020|EPI_ISL_455976|2020-5-11|Europe,2020.35792349727,4800,754182.458649695,646791.610276589
hCoV-19/Belgium/ULG-8937/2020|EPI_ISL_447122|2020-03-20|Europe,2020.21584699454,4700,778975.872373919,642023.418726258
hCoV-19/Belgium/AO-04074040/2020|EPI_ISL_462258|2020-04-07,2020.2650273224,1080,648475.870968011,672485.43296706
hCoV-19/Belgium/ULG-6972/2020|EPI_ISL_418624|2020-03-15|Europe,2020.20218579235,4960,766723.631321323,621017.35149929
hCoV-19/Belgium/UGent-13/2020|EPI_ISL_425055|2020-03-20|Europe,2020.21584699454,NA,NA,NA
hCoV-19/Belgium/ULG-0174/2020|EPI_ISL_447125|2020-03-23|Europe,2020.22404371585,4700,774267.477265988,643450.323824673
hCoV-19/Belgium/ULG-0191/2020|EPI_ISL_447131|2020-03-23|Europe,2020.22404371585,4700,776101.129164684,644715.54359282
hCoV-19/Belgium/ULG-0182/2020|EPI_ISL_447126|2020-03-23|Europe,2020.22404371585,4700,779601.092545617,644104.249594879
hCoV-19/Belgium/DRV-0325157/2020|EPI_ISL_420414|2020-03-25|Europe,2020.22950819672,4520,706621.867584774,639337.966334947
hCoV-19/Belgium/UGent-34/2020|EPI_ISL_434352|2020-03-26|Europe,2020.23224043716,NA,NA,NA
hCoV-19/Belgium/UGent-45/2020|EPI_ISL_434361|2020-03-29|Europe,2020.24043715847,NA,NA,NA
hCoV-19/Belgium/HJ-0328338/2020|EPI_ISL_462192|2020-03-28,2020.23770491803,9890,600510.476804145,679662.512021592
hCoV-19/Belgium/UGent-36/2020|EPI_ISL_434354|2020-03-27|Europe,2020.2349726776,NA,NA,NA
hCoV-19/Belgium/UGent-23/2020|EPI_ISL_451164|2020-03-24|Europe,2020.22677595628,NA,NA,NA
hCoV-19/Belgium/ULG-10186/2020|EPI_ISL_455974|2020-5-11|Europe,2020.35792349727,4100,730362.902970241,639658.405745272
hCoV-19/Belgium/CFM-0328312/2020|EPI_ISL_462166|2020-03-28,2020.23770491803,7120,633321.956625744,620248.590772848
hCoV-19/Belgium/VA-0327319/2020|EPI_ISL_462173|2020-03-27,2020.2349726776,8520,574047.304106171,671647.326703827
hCoV-19/Belgium/DVBJ-030468/2020|EPI_ISL_420324|2020-03-04|Europe,2020.17213114754,1440,643258.815093961,653048.837176526
hCoV-19/Belgium/DAL-0327318/2020|EPI_ISL_462172|2020-03-27,2020.2349726776,8570,586005.246708882,671680.482860166
hCoV-19/Belgium/UGent-58/2020|EPI_ISL_451169|2020-04-05|Europe,2020.25956284153,NA,NA,NA
hCoV-19/Belgium/UGent-53/2020|EPI_ISL_451166|2020-03-31|Europe,2020.24590163934,NA,NA,NA
hCoV-19/Belgium/ULG-0546/2020|EPI_ISL_447135|2020-03-24|Europe,2020.22677595628,4830,760993.937910301,645486.227220323
hCoV-19/Belgium/ULG-10054/2020|EPI_ISL_424656|2020-04-05|Europe,2020.25956284153,4880,752772.558341228,656667.605448212
hCoV-19/Belgium/ULG-10012/2020|EPI_ISL_421190|2020-03-31|Europe,2020.24590163934,4000,732790.681179748,648745.20589299
hCoV-19/Belgium/ULG-10085/2020|EPI_ISL_424645|2020-04-04|Europe,2020.25683060109,4630,744175.704441571,645591.334600818
hCoV-19/Belgium/JBE-0317326/2020|EPI_ISL_462180|2020-03-17,2020.20765027322,4000,734135.878454173,645109.04534342
hCoV-19/Belgium/ULG-10117/2020|EPI_ISL_427365|2020-04-07|Europe,2020.2650273224,4400,727010.084487261,642316.70491857
hCoV-19/Belgium/ULG-10035/2020|EPI_ISL_427343|2020-03-31|Europe,2020.24590163934,4020,740635.473382521,652737.33884595
hCoV-19/Belgium/ULG-10158/2020|EPI_ISL_447153|2020-04-18|Europe,2020.29508196721,4020,736018.969273173,646736.589716631
hCoV-19/Belgium/ULG-10176/2020|EPI_ISL_455964|2020-5-9|Europe,2020.35245901639,4000,739485.205903959,650959.670259153
hCoV-19/Belgium/ULG-0544/2020|EPI_ISL_447134|2020-03-24|Europe,2020.22677595628,4851,764971.927018376,659864.039982893
hCoV-19/Belgium/ULG-10009/2020|EPI_ISL_421188|2020-03-30|Europe,2020.24316939891,4537,715744.717991809,643948.051226703
hCoV-19/Belgium/ULG-10011/2020|EPI_ISL_421189|2020-03-30|Europe,2020.24316939891,4760,788286.597419253,620075.939188472
hCoV-19/Belgium/ULG-10003/2020|EPI_ISL_421183|2020-03-30|Europe,2020.24316939891,4432,730997.282931074,656495.13734795
hCoV-19/Belgium/ULG-10097/2020|EPI_ISL_427348|2020-04-06|Europe,2020.26229508197,4100,731715.243920585,643802.502873285
hCoV-19/Belgium/ULG-10103/2020|EPI_ISL_427354|2020-04-06|Europe,2020.26229508197,4130,733681.669609044,635996.306764513
hCoV-19/Belgium/ULG-10098/2020|EPI_ISL_427349|2020-04-06|Europe,2020.26229508197,4020,739070.346485392,648107.425751257
hCoV-19/Belgium/ULG-9620/2020|EPI_ISL_418650|2020-03-22|Europe,2020.22131147541,4180,733713.338293188,626336.189480608
hCoV-19/Belgium/ULG-10130/2020|EPI_ISL_427375|2020-04-07|Europe,2020.2650273224,4100,733299.650128438,639568.482734367
hCoV-19/Belgium/SAA-0330367/2020|EPI_ISL_462221|2020-03-30,2020.24316939891,4430,730842.107351146,650542.658832768
hCoV-19/Belgium/ULG-8617/2020|EPI_ISL_418639|2020-03-19|Europe,2020.2131147541,4000,734139.772461749,645128.848133672
hCoV-19/Belgium/ULG-10026/2020|EPI_ISL_421200|2020-03-31|Europe,2020.24590163934,4261,707171.270538886,646350.509798955
hCoV-19/Belgium/ULG-10148/2020|EPI_ISL_447145|2020-04-18|Europe,2020.29508196721,4040,737939.575800469,654472.072575386
hCoV-19/Belgium/ULG-10149/2020|EPI_ISL_447146|2020-04-18|Europe,2020.29508196721,4020,737524.024168761,648559.870579196
hCoV-19/Belgium/ULG-10160/2020|EPI_ISL_447155|2020-04-18|Europe,2020.29508196721,4040,739287.075242271,653112.056497733
hCoV-19/Belgium/ULG-10184/2020|EPI_ISL_455972|2020-5-10|Europe,2020.35519125683,4680,738679.57333199,655327.756705589
hCoV-19/Belgium/ULG-10181/2020|EPI_ISL_455969|2020-5-10|Europe,2020.35519125683,4540,716738.982131019,636005.093094996
hCoV-19/Belgium/ULG-10172/2020|EPI_ISL_455960|2020-5-8|Europe,2020.34972677596,4680,739289.258221061,656524.273563619
hCoV-19/Belgium/ULG-10182/2020|EPI_ISL_455970|2020-5-10|Europe,2020.35519125683,4040,738018.596116157,652585.340738824
hCoV-19/Belgium/ULG-6732/2020|EPI_ISL_418623|2020-03-14|Europe,2020.19945355191,4102,733742.327779135,643580.492823519
hCoV-19/Belgium/ULG-6670/2020|EPI_ISL_417018|2020-03-14|Europe,2020.19945355191,4000,733806.547494919,648102.63927375
hCoV-19/Belgium/ULG-9694/2020|EPI_ISL_418654|2020-03-22|Europe,2020.22131147541,4102,733904.26002,644353.340233885
hCoV-19/Belgium/ULG-9732/2020|EPI_ISL_418660|2020-03-22|Europe,2020.22131147541,4020,739448.974321606,650047.564118298
hCoV-19/Belgium/MFM-0330363/2020|EPI_ISL_462217|2020-03-30,2020.24316939891,4350,717843.65718892,652868.518496332
hCoV-19/Belgium/20A37/2020|EPI_ISL_452142|2020-03-30|Europe,2020.24316939891,NA,NA,NA
hCoV-19/Belgium/ULG-10106/2020|EPI_ISL_427357|2020-04-07|Europe,2020.2650273224,4040,740018.944884928,653530.692990178
hCoV-19/Belgium/ULG-10126/2020|EPI_ISL_427372|2020-04-07|Europe,2020.2650273224,4430,732684.022187045,650539.004758384
hCoV-19/Belgium/ULG-10133/2020|EPI_ISL_427378|2020-04-07|Europe,2020.2650273224,5570,687636.437277734,594045.934422865
hCoV-19/Belgium/HC-030760/2020|EPI_ISL_420451|2020-03-07|Europe,2020.18032786885,7000,617986.479116679,627272.522650873
hCoV-19/Belgium/LL-0328341/2020|EPI_ISL_462195|2020-03-28,2020.23770491803,9500,615597.852789499,662973.170596119
hCoV-19/Belgium/ULG-10168/2020|EPI_ISL_447162|2020-04-19|Europe,2020.29781420765,4820,755393.082864124,645644.552950241
hCoV-19/Belgium/ULG-10127/2020|EPI_ISL_427373|2020-04-07|Europe,2020.2650273224,4400,724436.455449499,642111.74585585
hCoV-19/Belgium/ULG-10053/2020|EPI_ISL_424661|2020-04-05|Europe,2020.25956284153,4800,753399.563675994,643912.135599101
hCoV-19/Belgium/ULG-10006/2020|EPI_ISL_421185|2020-03-30|Europe,2020.24316939891,4780,769843.499844412,614345.755466045
hCoV-19/Belgium/ULG-10105/2020|EPI_ISL_427356|2020-04-06|Europe,2020.26229508197,4030,739514.571832072,646666.074549348
hCoV-19/Belgium/ULG-10043/2020|EPI_ISL_421210|2020-03-31|Europe,2020.24590163934,4400,727507.461826635,646817.254383617
hCoV-19/Belgium/DLM-0330385/2020|EPI_ISL_462239|2020-03-30,2020.24316939891,9920,597812.431344649,701542.407245275
hCoV-19/Belgium/Rega-0316260/2020|EPI_ISL_458230|2020-03-16|Europe,2020.20491803279,3090,664238.738935144,663465.478735325
hCoV-19/Belgium/RR-030699/2020|EPI_ISL_420355|2020-03-06|Europe,2020.17759562842,9600,595733.136710995,659674.240398067
hCoV-19/Belgium/BG-030955/2020|EPI_ISL_418984|2020-03-09|Europe,2020.18579234973,3950,733775.231448384,711251.401440588
hCoV-19/Belgium/AKM-030670/2020|EPI_ISL_420326|2020-03-06|Europe,2020.17759562842,3020,670797.48289223,677958.664060374
hCoV-19/Belgium/DD-030593/2020|EPI_ISL_420349|2020-03-05|Europe,2020.17486338798,7120,633249.453514938,613578.769265285
hCoV-19/Belgium/HAJ-0328392/2020|EPI_ISL_462246|2020-03-29,2020.24043715847,3950,738872.472328567,709152.144213282
