code_Postal,code_INS,nom,code_région,région 
1000,21004,BRUXELLES,3,Bruxelles
1020,21004,BRUXELLES,3,Bruxelles
1030,21015,SCHAERBEEK,3,Bruxelles
1040,21005,ETTERBEEK,3,Bruxelles
1041,21004,BRUXELLES,3,Bruxelles
1041,21004,BRUXELLES,3,Bruxelles
1050,21009,IXELLES,3,Bruxelles
1051,21004,BRUXELLES,3,Bruxelles
1051,21004,BRUXELLES,3,Bruxelles
1060,21013,SAINT-GILLES,3,Bruxelles
1070,21001,ANDERLECHT,3,Bruxelles
1071,21004,BRUXELLES,3,Bruxelles
1071,21004,BRUXELLES,3,Bruxelles
1080,21012,MOLENBEEK-SAINT-JEAN,3,Bruxelles
1081,21011,KOEKELBERG,3,Bruxelles
1082,21003,BERCHEM-SAINTE-AGATHE,3,Bruxelles
1083,21008,GANSHOREN,3,Bruxelles
1090,21010,JETTE,3,Bruxelles
1110,21010,JETTE,3,Bruxelles
1120,21004,BRUXELLES,3,Bruxelles
1130,21004,BRUXELLES,3,Bruxelles
1140,21006,EVERE,3,Bruxelles
1150,21019,WOLUWE-SAINT-PIERRE,3,Bruxelles
1160,21002,AUDERGHEM,3,Bruxelles
1170,21017,WATERMAEL-BOITSFORT,3,Bruxelles
1180,21016,UCCLE,3,Bruxelles
1190,21007,FOREST,3,Bruxelles
1200,21018,WOLUWE-SAINT-LAMBERT,3,Bruxelles
1210,21014,SAINT-JOSSE-TEN-NOODE,3,Bruxelles
1300,25112,WAVRE,2,Wallonie
1301,25112,WAVRE,2,Wallonie
1310,25050,LA HULPE,2,Wallonie
1315,25043,INCOURT,2,Wallonie
1320,25005,BEAUVECHAIN,2,Wallonie
1325,25018,CHAUMONT-GISTOUX,2,Wallonie
1330,25091,RIXENSART,2,Wallonie
1331,25091,RIXENSART,2,Wallonie
1332,25091,RIXENSART,2,Wallonie
1340,25121,OTTIGNIES-LOUVAIN-LA-NEUVE,2,Wallonie
1341,25121,OTTIGNIES-LOUVAIN-LA-NEUVE,2,Wallonie
1342,25121,OTTIGNIES-LOUVAIN-LA-NEUVE,2,Wallonie
1348,25121,OTTIGNIES-LOUVAIN-LA-NEUVE,2,Wallonie
1350,25120,ORP-JAUCHE,2,Wallonie
1357,25118,HELECINE,2,Wallonie
1360,25084,PERWEZ,2,Wallonie
1367,25122,RAMILLIES,2,Wallonie
1370,25048,JODOIGNE,2,Wallonie
1380,25119,LASNE,2,Wallonie
1390,25037,GREZ-DOICEAU,2,Wallonie
1400,25072,NIVELLES,2,Wallonie
1401,25072,NIVELLES,2,Wallonie
1402,25072,NIVELLES,2,Wallonie
1404,25072,NIVELLES,2,Wallonie
1410,25110,WATERLOO,2,Wallonie
1420,25014,BRAINE-L£ALLEUD,2,Wallonie
1421,25014,BRAINE-L£ALLEUD,2,Wallonie
1428,25014,BRAINE-L£ALLEUD,2,Wallonie
1430,25123,REBECQ,2,Wallonie
1435,25068,MONT-SAINT-GUIBERT,2,Wallonie
1440,25015,BRAINE-LE-CHATEAU,2,Wallonie
1450,25117,CHASTRE,2,Wallonie
1457,25124,WALHAIN,2,Wallonie
1460,25044,ITTRE,2,Wallonie
1461,25044,ITTRE,2,Wallonie
1470,25031,GENAPPE,2,Wallonie
1471,25031,GENAPPE,2,Wallonie
1472,25031,GENAPPE,2,Wallonie
1473,25031,GENAPPE,2,Wallonie
1474,25031,GENAPPE,2,Wallonie
1476,25031,GENAPPE,2,Wallonie
1480,25105,TUBIZE,2,Wallonie
1490,25023,COURT-SAINT-ETIENNE,2,Wallonie
1495,25107,VILLERS-LA-VILLE,2,Wallonie
1500,23027,HAL,1,Flandre
1501,23027,HAL,1,Flandre
1502,23027,HAL,1,Flandre
1540,23032,HERNE,1,Flandre
1541,23032,HERNE,1,Flandre
1547,23009,BIEVENE,1,Flandre
1560,23033,HOEILAART,1,Flandre
1570,23023,GAMMERAGES,1,Flandre
1600,23077,SINT-PIETERS-LEEUW,1,Flandre
1601,23077,SINT-PIETERS-LEEUW,1,Flandre
1602,23077,SINT-PIETERS-LEEUW,1,Flandre
1620,23098,DROGENBOS,1,Flandre
1630,23100,LINKEBEEK,1,Flandre
1640,23101,RHODE-SAINT-GENESE,1,Flandre
1650,23003,BEERSEL,1,Flandre
1651,23003,BEERSEL,1,Flandre
1652,23003,BEERSEL,1,Flandre
1653,23003,BEERSEL,1,Flandre
1654,23003,BEERSEL,1,Flandre
1670,23064,PEPINGEN,1,Flandre
1671,23064,PEPINGEN,1,Flandre
1673,23064,PEPINGEN,1,Flandre
1674,23064,PEPINGEN,1,Flandre
1700,23016,DILBEEK,1,Flandre
1701,23016,DILBEEK,1,Flandre
1702,23016,DILBEEK,1,Flandre
1703,23016,DILBEEK,1,Flandre
1730,23002,ASSE,1,Flandre
1731,23002,ASSE,1,Flandre
1740,23086,TERNAT,1,Flandre
1741,23086,TERNAT,1,Flandre
1742,23086,TERNAT,1,Flandre
1745,23060,OPWIJK,1,Flandre
1750,23104,LENNIK,1,Flandre
1755,23024,GOOIK,1,Flandre
1760,23097,ROOSDAAL,1,Flandre
1761,23097,ROOSDAAL,1,Flandre
1770,23044,LIEDEKERKE,1,Flandre
1780,23102,WEMMEL,1,Flandre
1785,23052,MERCHTEM,1,Flandre
1790,23105,AFFLIGEM,1,Flandre
1800,23088,VILVORDE,1,Flandre
1804,23088,VILVORDE,1,Flandre
1820,23081,STEENOKKERZEEL,1,Flandre
1830,23047,MACHELEN,1,Flandre
1831,23047,MACHELEN,1,Flandre
1840,23045,LONDERZEEL,1,Flandre
1850,23025,GRIMBERGEN,1,Flandre
1851,23025,GRIMBERGEN,1,Flandre
1852,23025,GRIMBERGEN,1,Flandre
1853,23025,GRIMBERGEN,1,Flandre
1860,23050,MEISE,1,Flandre
1861,23050,MEISE,1,Flandre
1880,23039,KAPELLE-OP-DEN-BOS,1,Flandre
1910,23038,KAMPENHOUT,1,Flandre
1930,23094,ZAVENTEM,1,Flandre
1931,23094,ZAVENTEM,1,Flandre
1932,23094,ZAVENTEM,1,Flandre
1933,23094,ZAVENTEM,1,Flandre
1934,23094,ZAVENTEM,1,Flandre
1950,23099,KRAAINEM,1,Flandre
1970,23103,WEZEMBEEK-OPPEM,1,Flandre
1980,23096,ZEMST,1,Flandre
1981,23096,ZEMST,1,Flandre
1982,23096,ZEMST,1,Flandre
2000,11002,ANVERS,1,Flandre
2018,11002,ANVERS,1,Flandre
2020,11002,ANVERS,1,Flandre
2030,11002,ANVERS,1,Flandre
2040,11002,ANVERS,1,Flandre
2050,11002,ANVERS,1,Flandre
2060,11002,ANVERS,1,Flandre
2070,11056,ZWIJNDRECHT,1,Flandre
2100,11002,ANVERS,1,Flandre
2110,11050,WIJNEGEM,1,Flandre
2140,11002,ANVERS,1,Flandre
2150,11007,BORSBEEK,1,Flandre
2160,11052,WOMMELGEM,1,Flandre
2170,11002,ANVERS,1,Flandre
2180,11002,ANVERS,1,Flandre
2200,13011,HERENTALS,1,Flandre
2220,12014,HEIST-OP-DEN-BERG,1,Flandre
2221,12014,HEIST-OP-DEN-BERG,1,Flandre
2222,12014,HEIST-OP-DEN-BERG,1,Flandre
2223,12014,HEIST-OP-DEN-BERG,1,Flandre
2230,13013,HERSELT,1,Flandre
2235,13016,HULSHOUT,1,Flandre
2240,11054,ZANDHOVEN,1,Flandre
2242,11054,ZANDHOVEN,1,Flandre
2243,11054,ZANDHOVEN,1,Flandre
2250,13029,OLEN,1,Flandre
2260,13049,WESTERLO,1,Flandre
2270,13012,HERENTHOUT,1,Flandre
2275,13019,LILLE,1,Flandre
2280,13010,GROBBENDONK,1,Flandre
2288,13010,GROBBENDONK,1,Flandre
2290,13044,VORSELAAR,1,Flandre
2300,13040,TURNHOUT,1,Flandre
2310,13037,RIJKEVORSEL,1,Flandre
2320,13014,HOOGSTRATEN,1,Flandre
2321,13014,HOOGSTRATEN,1,Flandre
2322,13014,HOOGSTRATEN,1,Flandre
2323,13014,HOOGSTRATEN,1,Flandre
2328,13014,HOOGSTRATEN,1,Flandre
2330,13023,MERKSPLAS,1,Flandre
2340,13004,BEERSE,1,Flandre
2350,13046,VOSSELAAR,1,Flandre
2360,13031,OUD-TURNHOUT,1,Flandre
2370,13001,ARENDONK,1,Flandre
2380,13035,RAVELS,1,Flandre
2381,13035,RAVELS,1,Flandre
2382,13035,RAVELS,1,Flandre
2387,13002,BAERLE-DUC,1,Flandre
2390,11057,MALLE,1,Flandre
2400,13025,MOL,1,Flandre
2430,13053,LAAKDAL,1,Flandre
2431,13053,LAAKDAL,1,Flandre
2440,13008,GEEL,1,Flandre
2450,13021,MEERHOUT,1,Flandre
2460,13017,KASTERLEE,1,Flandre
2470,13036,RETIE,1,Flandre
2480,13006,DESSEL,1,Flandre
2490,13003,BALEN,1,Flandre
2491,13003,BALEN,1,Flandre
2500,12021,LIERRE,1,Flandre
2520,11035,RANST,1,Flandre
2530,11004,BOECHOUT,1,Flandre
2531,11004,BOECHOUT,1,Flandre
2540,11021,HOVE,1,Flandre
2547,11025,LINT,1,Flandre
2550,11024,KONTICH,1,Flandre
2560,12026,NIJLEN,1,Flandre
2570,12009,DUFFEL,1,Flandre
2580,12029,PUTTE,1,Flandre
2590,12002,BERLAAR,1,Flandre
2600,11002,ANVERS,1,Flandre
2610,11002,ANVERS,1,Flandre
2620,11018,HEMIKSEM,1,Flandre
2627,11038,SCHELLE,1,Flandre
2630,11001,AARTSELAAR,1,Flandre
2640,11029,MORTSEL,1,Flandre
2650,11013,EDEGEM,1,Flandre
2660,11002,ANVERS,1,Flandre
2800,12025,MALINES,1,Flandre
2801,12025,MALINES,1,Flandre
2811,12025,MALINES,1,Flandre
2812,12025,MALINES,1,Flandre
2820,12005,BONHEIDEN,1,Flandre
2830,12040,WILLEBROEK,1,Flandre
2840,11037,RUMST,1,Flandre
2845,11030,NIEL,1,Flandre
2850,11005,BOOM,1,Flandre
2860,12035,SINT-KATELIJNE-WAVER,1,Flandre
2861,12035,SINT-KATELIJNE-WAVER,1,Flandre
2870,12030,PUURS,1,Flandre
2880,12007,BORNEM,1,Flandre
2890,12034,SINT-AMANDS,1,Flandre
2900,11040,SCHOTEN,1,Flandre
2910,11016,ESSEN,1,Flandre
2920,11022,KALMTHOUT,1,Flandre
2930,11008,BRASSCHAAT,1,Flandre
2940,11044,STABROEK,1,Flandre
2950,11023,KAPELLEN,1,Flandre
2960,11009,BRECHT,1,Flandre
2970,11039,SCHILDE,1,Flandre
2980,11055,ZOERSEL,1,Flandre
2990,11053,WUUSTWEZEL,1,Flandre
3000,24062,LOUVAIN,1,Flandre
3001,24062,LOUVAIN,1,Flandre
3010,24062,LOUVAIN,1,Flandre
3012,24062,LOUVAIN,1,Flandre
3018,24062,LOUVAIN,1,Flandre
3020,24038,HERENT,1,Flandre
3040,24045,HULDENBERG,1,Flandre
3050,24086,OUD-HEVERLEE,1,Flandre
3051,24086,OUD-HEVERLEE,1,Flandre
3052,24086,OUD-HEVERLEE,1,Flandre
3053,24086,OUD-HEVERLEE,1,Flandre
3054,24086,OUD-HEVERLEE,1,Flandre
3060,24009,BERTEM,1,Flandre
3061,24009,BERTEM,1,Flandre
3070,24055,KORTENBERG,1,Flandre
3071,24055,KORTENBERG,1,Flandre
3078,24055,KORTENBERG,1,Flandre
3080,24104,TERVUREN,1,Flandre
3090,23062,OVERIJSE,1,Flandre
3110,24094,ROTSELAAR,1,Flandre
3111,24094,ROTSELAAR,1,Flandre
3118,24094,ROTSELAAR,1,Flandre
3120,24109,TREMELO,1,Flandre
3128,24109,TREMELO,1,Flandre
3130,24007,BEGIJNENDIJK,1,Flandre
3140,24048,KEERBERGEN,1,Flandre
3150,24033,HAACHT,1,Flandre
3190,24014,BOORTMEERBEEK,1,Flandre
3191,24014,BOORTMEERBEEK,1,Flandre
3200,24001,AARSCHOT,1,Flandre
3201,24001,AARSCHOT,1,Flandre
3202,24001,AARSCHOT,1,Flandre
3210,24066,LUBBEEK,1,Flandre
3211,24066,LUBBEEK,1,Flandre
3212,24066,LUBBEEK,1,Flandre
3220,24043,HOLSBEEK,1,Flandre
3221,24043,HOLSBEEK,1,Flandre
3270,24134,MONTAIGU-ZICHEM,1,Flandre
3271,24134,MONTAIGU-ZICHEM,1,Flandre
3272,24134,MONTAIGU-ZICHEM,1,Flandre
3290,24020,DIEST,1,Flandre
3293,24020,DIEST,1,Flandre
3294,24020,DIEST,1,Flandre
3300,24107,TIRLEMONT,1,Flandre
3320,24041,HOEGAARDEN,1,Flandre
3321,24041,HOEGAARDEN,1,Flandre
3350,24133,LINTER,1,Flandre
3360,24011,BIERBEEK,1,Flandre
3370,24016,BOUTERSEM,1,Flandre
3380,24137,GLABBEEK,1,Flandre
3381,24137,GLABBEEK,1,Flandre
3384,24137,GLABBEEK,1,Flandre
3390,24135,TIELT-WINGE,1,Flandre
3391,24135,TIELT-WINGE,1,Flandre
3400,24059,LANDEN,1,Flandre
3401,24059,LANDEN,1,Flandre
3404,24059,LANDEN,1,Flandre
3440,24130,LEAU,1,Flandre
3450,24028,GEETBETS,1,Flandre
3454,24028,GEETBETS,1,Flandre
3460,24008,BEKKEVOORT,1,Flandre
3461,24008,BEKKEVOORT,1,Flandre
3470,24054,KORTENAKEN,1,Flandre
3471,24054,KORTENAKEN,1,Flandre
3472,24054,KORTENAKEN,1,Flandre
3473,24054,KORTENAKEN,1,Flandre
3500,71022,HASSELT,1,Flandre
3501,71022,HASSELT,1,Flandre
3510,71022,HASSELT,1,Flandre
3511,71022,HASSELT,1,Flandre
3512,71022,HASSELT,1,Flandre
3520,71066,ZONHOVEN,1,Flandre
3530,72039,HOUTHALEN-HELCHTEREN,1,Flandre
3540,71024,HERCK-LA-VILLE,1,Flandre
3545,71020,HALEN,1,Flandre
3550,71070,HEUSDEN-ZOLDER,1,Flandre
3560,71037,LUMMEN,1,Flandre
3570,73001,ALKEN,1,Flandre
3580,71004,BERINGEN,1,Flandre
3581,71004,BERINGEN,1,Flandre
3582,71004,BERINGEN,1,Flandre
3583,71004,BERINGEN,1,Flandre
3590,71011,DIEPENBEEK,1,Flandre
3600,71016,GENK,1,Flandre
3620,73042,LANAKEN,1,Flandre
3621,73042,LANAKEN,1,Flandre
3630,73107,MAASMECHELEN,1,Flandre
3631,73107,MAASMECHELEN,1,Flandre
3640,72018,KINROOI,1,Flandre
3650,72041,DILSEN-STOKKEM,1,Flandre
3660,71047,OPGLABBEEK,1,Flandre
3665,71002,AS,1,Flandre
3668,71002,AS,1,Flandre
3670,72040,MEEUWEN-GRUITRODE,1,Flandre
3680,72021,MAASEIK,1,Flandre
3690,71067,ZUTENDAAL,1,Flandre
3700,73083,TONGRES,1,Flandre
3717,73028,HERSTAPPE,1,Flandre
3720,73040,KORTESSEM,1,Flandre
3721,73040,KORTESSEM,1,Flandre
3722,73040,KORTESSEM,1,Flandre
3723,73040,KORTESSEM,1,Flandre
3724,73040,KORTESSEM,1,Flandre
3730,73032,HOESELT,1,Flandre
3732,73032,HOESELT,1,Flandre
3740,73006,BILZEN,1,Flandre
3742,73006,BILZEN,1,Flandre
3746,73006,BILZEN,1,Flandre
3770,73066,RIEMST,1,Flandre
3790,73109,FOURONS,1,Flandre
3791,73109,FOURONS,1,Flandre
3792,73109,FOURONS,1,Flandre
3793,73109,FOURONS,1,Flandre
3798,73109,FOURONS,1,Flandre
3800,71053,SAINT-TROND,1,Flandre
3803,71053,SAINT-TROND,1,Flandre
3806,71053,SAINT-TROND,1,Flandre
3830,73098,WELLEN,1,Flandre
3831,73098,WELLEN,1,Flandre
3832,73098,WELLEN,1,Flandre
3840,73009,LOOZ,1,Flandre
3850,71045,NIEUWERKERKEN,1,Flandre
3870,73022,HEERS,1,Flandre
3890,71017,GINGELOM,1,Flandre
3891,71017,GINGELOM,1,Flandre
3900,72029,OVERPELT,1,Flandre
3910,72025,NEERPELT,1,Flandre
3920,72020,LOMMEL,1,Flandre
3930,72037,HAMONT-ACHEL,1,Flandre
3940,72038,HECHTEL-EKSEL,1,Flandre
3941,72038,HECHTEL-EKSEL,1,Flandre
3945,71069,HAM,1,Flandre
3950,72003,BOCHOLT,1,Flandre
3960,72004,BREE,1,Flandre
3970,71034,BOURG-LEOPOLD,1,Flandre
3971,71034,BOURG-LEOPOLD,1,Flandre
3980,71057,TESSENDERLO,1,Flandre
3990,72030,PEER,1,Flandre
4000,62063,LIEGE,2,Wallonie
4020,62063,LIEGE,2,Wallonie
4030,62063,LIEGE,2,Wallonie
4031,62063,LIEGE,2,Wallonie
4032,62063,LIEGE,2,Wallonie
4040,62051,HERSTAL,2,Wallonie
4041,62051,HERSTAL,2,Wallonie
4042,62051,HERSTAL,2,Wallonie
4050,62022,CHAUDFONTAINE,2,Wallonie
4051,62022,CHAUDFONTAINE,2,Wallonie
4052,62022,CHAUDFONTAINE,2,Wallonie
4053,62022,CHAUDFONTAINE,2,Wallonie
4100,62096,SERAING,2,Wallonie
4101,62096,SERAING,2,Wallonie
4102,62096,SERAING,2,Wallonie
4120,62121,NEUPRE,2,Wallonie
4121,62121,NEUPRE,2,Wallonie
4122,62121,NEUPRE,2,Wallonie
4130,62032,ESNEUX,2,Wallonie
4140,62100,SPRIMONT,2,Wallonie
4141,62100,SPRIMONT,2,Wallonie
4160,61079,ANTHISNES,2,Wallonie
4161,61079,ANTHISNES,2,Wallonie
4162,61079,ANTHISNES,2,Wallonie
4163,61079,ANTHISNES,2,Wallonie
4170,62026,COMBLAIN-AU-PONT,2,Wallonie
4171,62026,COMBLAIN-AU-PONT,2,Wallonie
4180,61024,HAMOIR,2,Wallonie
4181,61024,HAMOIR,2,Wallonie
4190,61019,FERRIERES,2,Wallonie
4210,61010,BURDINNE,2,Wallonie
4217,61028,HERON,2,Wallonie
4218,61028,HERON,2,Wallonie
4219,64075,WASSEIGES,2,Wallonie
4250,64029,GEER,2,Wallonie
4252,64029,GEER,2,Wallonie
4253,64029,GEER,2,Wallonie
4254,64029,GEER,2,Wallonie
4257,64008,BERLOZ,2,Wallonie
4260,64015,BRAIVES,2,Wallonie
4261,64015,BRAIVES,2,Wallonie
4263,64015,BRAIVES,2,Wallonie
4280,64034,HANNUT,2,Wallonie
4287,64047,LINCENT,2,Wallonie
4300,64074,WAREMME,2,Wallonie
4317,64076,FAIMES,2,Wallonie
4340,62006,AWANS,2,Wallonie
4342,62006,AWANS,2,Wallonie
4347,64025,FEXHE-LE-HAUT-CLOCHER,2,Wallonie
4350,64063,REMICOURT,2,Wallonie
4351,64063,REMICOURT,2,Wallonie
4357,64023,DONCEEL,2,Wallonie
4360,64056,OREYE,2,Wallonie
4367,64021,CRISNEE,2,Wallonie
4400,62120,FLEMALLE,2,Wallonie
4420,62093,SAINT-NICOLAS,2,Wallonie
4430,62003,ANS,2,Wallonie
4431,62003,ANS,2,Wallonie
4432,62003,ANS,2,Wallonie
4450,62060,JUPRELLE,2,Wallonie
4451,62060,JUPRELLE,2,Wallonie
4452,62060,JUPRELLE,2,Wallonie
4453,62060,JUPRELLE,2,Wallonie
4458,62060,JUPRELLE,2,Wallonie
4460,62118,GRACE-HOLLOGNE,2,Wallonie
4470,64065,SAINT-GEORGES-SUR-MEUSE,2,Wallonie
4480,61080,ENGIS,2,Wallonie
4500,61031,HUY,2,Wallonie
4520,61072,WANZE,2,Wallonie
4530,61068,VILLERS-LE-BOUILLET,2,Wallonie
4537,61063,VERLAINE,2,Wallonie
4540,61003,AMAY,2,Wallonie
4550,61043,NANDRIN,2,Wallonie
4557,61081,TINLOT,2,Wallonie
4560,61012,CLAVIER,2,Wallonie
4570,61039,MARCHIN,2,Wallonie
4577,61041,MODAVE,2,Wallonie
4590,61048,OUFFET,2,Wallonie
4600,62108,VISE,2,Wallonie
4601,62108,VISE,2,Wallonie
4602,62108,VISE,2,Wallonie
4606,62027,DALHEM,2,Wallonie
4607,62027,DALHEM,2,Wallonie
4608,62027,DALHEM,2,Wallonie
4610,62015,BEYNE-HEUSAY,2,Wallonie
4620,62038,FLERON,2,Wallonie
4621,62038,FLERON,2,Wallonie
4623,62038,FLERON,2,Wallonie
4624,62038,FLERON,2,Wallonie
4630,62099,SOUMAGNE,2,Wallonie
4631,62099,SOUMAGNE,2,Wallonie
4632,62099,SOUMAGNE,2,Wallonie
4633,62099,SOUMAGNE,2,Wallonie
4650,63035,HERVE,2,Wallonie
4651,63035,HERVE,2,Wallonie
4652,63035,HERVE,2,Wallonie
4653,63035,HERVE,2,Wallonie
4654,63035,HERVE,2,Wallonie
4670,62119,BLEGNY,2,Wallonie
4671,62119,BLEGNY,2,Wallonie
4672,62119,BLEGNY,2,Wallonie
4680,62079,OUPEYE,2,Wallonie
4681,62079,OUPEYE,2,Wallonie
4682,62079,OUPEYE,2,Wallonie
4683,62079,OUPEYE,2,Wallonie
4684,62079,OUPEYE,2,Wallonie
4690,62011,BASSENGE,2,Wallonie
4700,63023,EUPEN,2,Wallonie
4701,63023,EUPEN,2,Wallonie
4710,63048,LONTZEN,2,Wallonie
4711,63048,LONTZEN,2,Wallonie
4720,63040,LA CALAMINE,2,Wallonie
4721,63040,LA CALAMINE,2,Wallonie
4728,63040,LA CALAMINE,2,Wallonie
4730,63061,RAEREN,2,Wallonie
4731,63061,RAEREN,2,Wallonie
4750,63013,BUTGENBACH,2,Wallonie
4760,63012,BULLANGE,2,Wallonie
4761,63012,BULLANGE,2,Wallonie
4770,63001,AMBLEVE,2,Wallonie
4771,63001,AMBLEVE,2,Wallonie
4780,63067,SAINT-VITH,2,Wallonie
4782,63067,SAINT-VITH,2,Wallonie
4783,63067,SAINT-VITH,2,Wallonie
4784,63067,SAINT-VITH,2,Wallonie
4790,63087,BURG-REULAND,2,Wallonie
4791,63087,BURG-REULAND,2,Wallonie
4800,63079,VERVIERS,2,Wallonie
4801,63079,VERVIERS,2,Wallonie
4802,63079,VERVIERS,2,Wallonie
4820,63020,DISON,2,Wallonie
4821,63020,DISON,2,Wallonie
4830,63046,LIMBOURG,2,Wallonie
4831,63046,LIMBOURG,2,Wallonie
4834,63046,LIMBOURG,2,Wallonie
4837,63004,BAELEN,2,Wallonie
4840,63084,WELKENRAEDT,2,Wallonie
4841,63084,WELKENRAEDT,2,Wallonie
4845,63038,JALHAY,2,Wallonie
4850,63088,PLOMBIERES,2,Wallonie
4851,63088,PLOMBIERES,2,Wallonie
4852,63088,PLOMBIERES,2,Wallonie
4860,63058,PEPINSTER,2,Wallonie
4861,63058,PEPINSTER,2,Wallonie
4870,62122,TROOZ,2,Wallonie
4877,63057,OLNE,2,Wallonie
4880,63003,AUBEL,2,Wallonie
4890,63089,THIMISTER-CLERMONT,2,Wallonie
4900,63072,SPA,2,Wallonie
4910,63076,THEUX,2,Wallonie
4920,62009,AYWAILLE,2,Wallonie
4950,63080,WAIMES,2,Wallonie
4960,63049,MALMEDY,2,Wallonie
4970,63073,STAVELOT,2,Wallonie
4980,63086,TROIS-PONTS,2,Wallonie
4983,63086,TROIS-PONTS,2,Wallonie
4987,63075,STOUMONT,2,Wallonie
4990,63045,LIERNEUX,2,Wallonie
5000,92094,NAMUR,2,Wallonie
5001,92094,NAMUR,2,Wallonie
5002,92094,NAMUR,2,Wallonie
5003,92094,NAMUR,2,Wallonie
5004,92094,NAMUR,2,Wallonie
5020,92094,NAMUR,2,Wallonie
5021,92094,NAMUR,2,Wallonie
5022,92094,NAMUR,2,Wallonie
5024,92094,NAMUR,2,Wallonie
5030,92142,GEMBLOUX,2,Wallonie
5031,92142,GEMBLOUX,2,Wallonie
5032,92142,GEMBLOUX,2,Wallonie
5060,92137,SAMBREVILLE,2,Wallonie
5070,92048,FOSSES-LA-VILLE,2,Wallonie
5080,92141,LA BRUYERE,2,Wallonie
5081,92141,LA BRUYERE,2,Wallonie
5100,92094,NAMUR,2,Wallonie
5101,92094,NAMUR,2,Wallonie
5140,92114,SOMBREFFE,2,Wallonie
5150,92045,FLOREFFE,2,Wallonie
5170,92101,PROFONDEVILLE,2,Wallonie
5190,92140,JEMEPPE-SUR-SAMBRE,2,Wallonie
5300,92003,ANDENNE,2,Wallonie
5310,92035,EGHEZEE,2,Wallonie
5330,92006,ASSESSE,2,Wallonie
5332,92006,ASSESSE,2,Wallonie
5333,92006,ASSESSE,2,Wallonie
5334,92006,ASSESSE,2,Wallonie
5336,92006,ASSESSE,2,Wallonie
5340,92054,GESVES,2,Wallonie
5350,92097,OHEY,2,Wallonie
5351,92097,OHEY,2,Wallonie
5352,92097,OHEY,2,Wallonie
5353,92097,OHEY,2,Wallonie
5354,92097,OHEY,2,Wallonie
5360,91059,HAMOIS,2,Wallonie
5361,91059,HAMOIS,2,Wallonie
5362,91059,HAMOIS,2,Wallonie
5363,91059,HAMOIS,2,Wallonie
5364,91059,HAMOIS,2,Wallonie
5370,91064,HAVELANGE,2,Wallonie
5372,91064,HAVELANGE,2,Wallonie
5374,91064,HAVELANGE,2,Wallonie
