code_Postal,code_INS,nom,code_région,région 
5376,91064,HAVELANGE,2,Wallonie
5377,91120,SOMME-LEUZE,2,Wallonie
5380,92138,FERNELMONT,2,Wallonie
5500,91034,DINANT,2,Wallonie
5501,91034,DINANT,2,Wallonie
5502,91034,DINANT,2,Wallonie
5503,91034,DINANT,2,Wallonie
5504,91034,DINANT,2,Wallonie
5520,91103,ONHAYE,2,Wallonie
5521,91103,ONHAYE,2,Wallonie
5522,91103,ONHAYE,2,Wallonie
5523,91103,ONHAYE,2,Wallonie
5524,91103,ONHAYE,2,Wallonie
5530,91141,YVOIR,2,Wallonie
5537,91005,ANHEE,2,Wallonie
5540,91142,HASTIERE,2,Wallonie
5541,91142,HASTIERE,2,Wallonie
5542,91142,HASTIERE,2,Wallonie
5543,91142,HASTIERE,2,Wallonie
5544,91142,HASTIERE,2,Wallonie
5550,91143,VRESSE-SUR-SEMOIS,2,Wallonie
5555,91015,BIEVRE,2,Wallonie
5560,91072,HOUYET,2,Wallonie
5561,91072,HOUYET,2,Wallonie
5562,91072,HOUYET,2,Wallonie
5563,91072,HOUYET,2,Wallonie
5564,91072,HOUYET,2,Wallonie
5570,91013,BEAURAING,2,Wallonie
5571,91013,BEAURAING,2,Wallonie
5572,91013,BEAURAING,2,Wallonie
5573,91013,BEAURAING,2,Wallonie
5574,91013,BEAURAING,2,Wallonie
5575,91054,GEDINNE,2,Wallonie
5576,91013,BEAURAING,2,Wallonie
5580,91114,ROCHEFORT,2,Wallonie
5590,91030,CINEY,2,Wallonie
5600,93056,PHILIPPEVILLE,2,Wallonie
5620,93022,FLORENNES,2,Wallonie
5621,93022,FLORENNES,2,Wallonie
5630,93010,CERFONTAINE,2,Wallonie
5640,92087,METTET,2,Wallonie
5641,92087,METTET,2,Wallonie
5644,92087,METTET,2,Wallonie
5646,92087,METTET,2,Wallonie
5650,93088,WALCOURT,2,Wallonie
5651,93088,WALCOURT,2,Wallonie
5660,93014,COUVIN,2,Wallonie
5670,93090,VIROINVAL,2,Wallonie
5680,93018,DOISCHE,2,Wallonie
6000,52011,CHARLEROI,2,Wallonie
6001,52011,CHARLEROI,2,Wallonie
6010,52011,CHARLEROI,2,Wallonie
6020,52011,CHARLEROI,2,Wallonie
6030,52011,CHARLEROI,2,Wallonie
6031,52011,CHARLEROI,2,Wallonie
6032,52011,CHARLEROI,2,Wallonie
6040,52011,CHARLEROI,2,Wallonie
6041,52011,CHARLEROI,2,Wallonie
6042,52011,CHARLEROI,2,Wallonie
6043,52011,CHARLEROI,2,Wallonie
6044,52011,CHARLEROI,2,Wallonie
6060,52011,CHARLEROI,2,Wallonie
6061,52011,CHARLEROI,2,Wallonie
6110,52048,MONTIGNY-LE-TILLEUL,2,Wallonie
6111,52048,MONTIGNY-LE-TILLEUL,2,Wallonie
6120,56086,HAM-SUR-HEURE-NALINNES,2,Wallonie
6140,52022,FONTAINE-L£EVEQUE,2,Wallonie
6141,52022,FONTAINE-L£EVEQUE,2,Wallonie
6142,52022,FONTAINE-L£EVEQUE,2,Wallonie
6150,56001,ANDERLUES,2,Wallonie
6180,52015,COURCELLES,2,Wallonie
6181,52015,COURCELLES,2,Wallonie
6182,52015,COURCELLES,2,Wallonie
6183,52015,COURCELLES,2,Wallonie
6200,52012,CHATELET,2,Wallonie
6210,52075,LES BONS VILLERS,2,Wallonie
6211,52075,LES BONS VILLERS,2,Wallonie
6220,52021,FLEURUS,2,Wallonie
6221,52021,FLEURUS,2,Wallonie
6222,52021,FLEURUS,2,Wallonie
6223,52021,FLEURUS,2,Wallonie
6224,52021,FLEURUS,2,Wallonie
6230,52055,PONT-A-CELLES,2,Wallonie
6238,52055,PONT-A-CELLES,2,Wallonie
6240,52018,FARCIENNES,2,Wallonie
6250,52074,AISEAU-PRESLES,2,Wallonie
6280,52025,GERPINNES,2,Wallonie
6440,56029,FROID-CHAPELLE,2,Wallonie
6441,56029,FROID-CHAPELLE,2,Wallonie
6460,56016,CHIMAY,2,Wallonie
6461,56016,CHIMAY,2,Wallonie
6462,56016,CHIMAY,2,Wallonie
6463,56016,CHIMAY,2,Wallonie
6464,56016,CHIMAY,2,Wallonie
6470,56088,SIVRY-RANCE,2,Wallonie
6500,56005,BEAUMONT,2,Wallonie
6511,56005,BEAUMONT,2,Wallonie
6530,56078,THUIN,2,Wallonie
6531,56078,THUIN,2,Wallonie
6532,56078,THUIN,2,Wallonie
6533,56078,THUIN,2,Wallonie
6534,56078,THUIN,2,Wallonie
6536,56078,THUIN,2,Wallonie
6540,56044,LOBBES,2,Wallonie
6542,56044,LOBBES,2,Wallonie
6543,56044,LOBBES,2,Wallonie
6560,56022,ERQUELINNES,2,Wallonie
6567,56049,MERBES-LE-CHATEAU,2,Wallonie
6590,56051,MOMIGNIES,2,Wallonie
6591,56051,MOMIGNIES,2,Wallonie
6592,56051,MOMIGNIES,2,Wallonie
6593,56051,MOMIGNIES,2,Wallonie
6594,56051,MOMIGNIES,2,Wallonie
6596,56051,MOMIGNIES,2,Wallonie
6600,82003,BASTOGNE,2,Wallonie
6630,81013,MARTELANGE,2,Wallonie
6637,82009,FAUVILLERS,2,Wallonie
6640,82036,VAUX-SUR-SURE,2,Wallonie
6642,82036,VAUX-SUR-SURE,2,Wallonie
6660,82014,HOUFFALIZE,2,Wallonie
6661,82014,HOUFFALIZE,2,Wallonie
6662,82014,HOUFFALIZE,2,Wallonie
6663,82014,HOUFFALIZE,2,Wallonie
6666,82014,HOUFFALIZE,2,Wallonie
6670,82037,GOUVY,2,Wallonie
6671,82037,GOUVY,2,Wallonie
6672,82037,GOUVY,2,Wallonie
6673,82037,GOUVY,2,Wallonie
6674,82037,GOUVY,2,Wallonie
6680,82038,SAINTE-ODE,2,Wallonie
6681,82038,SAINTE-ODE,2,Wallonie
6686,82005,BERTOGNE,2,Wallonie
6687,82005,BERTOGNE,2,Wallonie
6688,82005,BERTOGNE,2,Wallonie
6690,82032,VIELSALM,2,Wallonie
6692,82032,VIELSALM,2,Wallonie
6698,82032,VIELSALM,2,Wallonie
6700,81001,ARLON,2,Wallonie
6704,81001,ARLON,2,Wallonie
6706,81001,ARLON,2,Wallonie
6717,81003,ATTERT,2,Wallonie
6720,85046,HABAY,2,Wallonie
6721,85046,HABAY,2,Wallonie
6723,85046,HABAY,2,Wallonie
6724,85046,HABAY,2,Wallonie
6730,85039,TINTIGNY,2,Wallonie
6740,85009,ETALLE,2,Wallonie
6741,85009,ETALLE,2,Wallonie
6742,85009,ETALLE,2,Wallonie
6743,85009,ETALLE,2,Wallonie
6747,85034,SAINT-LEGER,2,Wallonie
6750,85026,MUSSON,2,Wallonie
6760,85045,VIRTON,2,Wallonie
6761,85045,VIRTON,2,Wallonie
6762,85045,VIRTON,2,Wallonie
6767,85047,ROUVROY,2,Wallonie
6769,85024,MEIX-DEVANT-VIRTON,2,Wallonie
6780,81015,MESSANCY,2,Wallonie
6781,81015,MESSANCY,2,Wallonie
6782,81015,MESSANCY,2,Wallonie
6790,81004,AUBANGE,2,Wallonie
6791,81004,AUBANGE,2,Wallonie
6792,81004,AUBANGE,2,Wallonie
6800,84077,LIBRAMONT-CHEVIGNY,2,Wallonie
6810,85007,CHINY,2,Wallonie
6811,85007,CHINY,2,Wallonie
6812,85007,CHINY,2,Wallonie
6813,85007,CHINY,2,Wallonie
6820,85011,FLORENVILLE,2,Wallonie
6821,85011,FLORENVILLE,2,Wallonie
6823,85011,FLORENVILLE,2,Wallonie
6824,85011,FLORENVILLE,2,Wallonie
6830,84010,BOUILLON,2,Wallonie
6831,84010,BOUILLON,2,Wallonie
6832,84010,BOUILLON,2,Wallonie
6833,84010,BOUILLON,2,Wallonie
6834,84010,BOUILLON,2,Wallonie
6836,84010,BOUILLON,2,Wallonie
6838,84010,BOUILLON,2,Wallonie
6840,84043,NEUFCHATEAU,2,Wallonie
6850,84050,PALISEUL,2,Wallonie
6851,84050,PALISEUL,2,Wallonie
6852,84050,PALISEUL,2,Wallonie
6853,84050,PALISEUL,2,Wallonie
6856,84050,PALISEUL,2,Wallonie
6860,84033,LEGLISE,2,Wallonie
6870,84059,SAINT-HUBERT,2,Wallonie
6880,84009,BERTRIX,2,Wallonie
6887,84029,HERBEUMONT,2,Wallonie
6890,84035,LIBIN,2,Wallonie
6900,83034,MARCHE-EN-FAMENNE,2,Wallonie
6920,84075,WELLIN,2,Wallonie
6921,84075,WELLIN,2,Wallonie
6922,84075,WELLIN,2,Wallonie
6924,84075,WELLIN,2,Wallonie
6927,84068,TELLIN,2,Wallonie
6929,84016,DAVERDISSE,2,Wallonie
6940,83012,DURBUY,2,Wallonie
6941,83012,DURBUY,2,Wallonie
6950,83040,NASSOGNE,2,Wallonie
6951,83040,NASSOGNE,2,Wallonie
6952,83040,NASSOGNE,2,Wallonie
6953,83040,NASSOGNE,2,Wallonie
6960,83055,MANHAY,2,Wallonie
6970,83049,TENNEVILLE,2,Wallonie
6971,83049,TENNEVILLE,2,Wallonie
6972,83049,TENNEVILLE,2,Wallonie
6980,83031,LA-ROCHE-EN-ARDENNE,2,Wallonie
6982,83031,LA-ROCHE-EN-ARDENNE,2,Wallonie
6983,83031,LA-ROCHE-EN-ARDENNE,2,Wallonie
6984,83031,LA-ROCHE-EN-ARDENNE,2,Wallonie
6986,83031,LA-ROCHE-EN-ARDENNE,2,Wallonie
6987,83044,RENDEUX,2,Wallonie
6990,83028,HOTTON,2,Wallonie
6997,83013,EREZEE,2,Wallonie
7000,53053,MONS,2,Wallonie
7010,53053,MONS,2,Wallonie
7011,53053,MONS,2,Wallonie
7012,53053,MONS,2,Wallonie
7020,53053,MONS,2,Wallonie
7021,53053,MONS,2,Wallonie
7022,53053,MONS,2,Wallonie
7024,53053,MONS,2,Wallonie
7030,53053,MONS,2,Wallonie
7031,53053,MONS,2,Wallonie
7032,53053,MONS,2,Wallonie
7033,53053,MONS,2,Wallonie
7034,53053,MONS,2,Wallonie
7040,53084,QUEVY,2,Wallonie
7041,53084,QUEVY,2,Wallonie
7050,53044,JURBISE,2,Wallonie
7060,55040,SOIGNIES,2,Wallonie
7061,55040,SOIGNIES,2,Wallonie
7062,55040,SOIGNIES,2,Wallonie
7063,55040,SOIGNIES,2,Wallonie
7070,55035,LE ROEULX,2,Wallonie
7080,53028,FRAMERIES,2,Wallonie
7090,55004,BRAINE-LE-COMTE,2,Wallonie
7100,55022,LA LOUVIERE,2,Wallonie
7110,55022,LA LOUVIERE,2,Wallonie
7120,56085,ESTINNES,2,Wallonie
7130,56011,BINCHE,2,Wallonie
7131,56011,BINCHE,2,Wallonie
7133,56011,BINCHE,2,Wallonie
7134,56011,BINCHE,2,Wallonie
7140,56087,MORLANWELZ,2,Wallonie
7141,56087,MORLANWELZ,2,Wallonie
7160,52010,CHAPELLE-LEZ-HERLAIMONT,2,Wallonie
7170,52043,MANAGE,2,Wallonie
7180,52063,SENEFFE,2,Wallonie
7181,52063,SENEFFE,2,Wallonie
7190,55050,ECAUSSINES,2,Wallonie
7191,55050,ECAUSSINES,2,Wallonie
7300,53014,BOUSSU,2,Wallonie
7301,53014,BOUSSU,2,Wallonie
7320,51009,BERNISSART,2,Wallonie
7321,51009,BERNISSART,2,Wallonie
7322,51009,BERNISSART,2,Wallonie
7330,53070,SAINT-GHISLAIN,2,Wallonie
7331,53070,SAINT-GHISLAIN,2,Wallonie
7332,53070,SAINT-GHISLAIN,2,Wallonie
7333,53070,SAINT-GHISLAIN,2,Wallonie
7334,53070,SAINT-GHISLAIN,2,Wallonie
7340,53082,COLFONTAINE,2,Wallonie
7350,53039,HENSIES,2,Wallonie
7370,53020,DOUR,2,Wallonie
7380,53068,QUIEVRAIN,2,Wallonie
7382,53068,QUIEVRAIN,2,Wallonie
7387,53083,HONNELLES,2,Wallonie
7390,53065,QUAREGNON,2,Wallonie
7500,57081,TOURNAI,2,Wallonie
7501,57081,TOURNAI,2,Wallonie
7502,57081,TOURNAI,2,Wallonie
7503,57081,TOURNAI,2,Wallonie
7504,57081,TOURNAI,2,Wallonie
7506,57081,TOURNAI,2,Wallonie
7520,57081,TOURNAI,2,Wallonie
7521,57081,TOURNAI,2,Wallonie
7522,57081,TOURNAI,2,Wallonie
7530,57081,TOURNAI,2,Wallonie
7531,57081,TOURNAI,2,Wallonie
7532,57081,TOURNAI,2,Wallonie
7533,57081,TOURNAI,2,Wallonie
7534,57081,TOURNAI,2,Wallonie
7536,57081,TOURNAI,2,Wallonie
7538,57081,TOURNAI,2,Wallonie
7540,57081,TOURNAI,2,Wallonie
7542,57081,TOURNAI,2,Wallonie
7543,57081,TOURNAI,2,Wallonie
7548,57081,TOURNAI,2,Wallonie
7600,57064,PERUWELZ,2,Wallonie
7601,57064,PERUWELZ,2,Wallonie
7602,57064,PERUWELZ,2,Wallonie
7603,57064,PERUWELZ,2,Wallonie
7604,57064,PERUWELZ,2,Wallonie
7608,57064,PERUWELZ,2,Wallonie
7610,57072,RUMES,2,Wallonie
7611,57072,RUMES,2,Wallonie
7618,57072,RUMES,2,Wallonie
7620,57093,BRUNEHAUT,2,Wallonie
7621,57093,BRUNEHAUT,2,Wallonie
7622,57093,BRUNEHAUT,2,Wallonie
7623,57093,BRUNEHAUT,2,Wallonie
7624,57093,BRUNEHAUT,2,Wallonie
7640,57003,ANTOING,2,Wallonie
7641,57003,ANTOING,2,Wallonie
7642,57003,ANTOING,2,Wallonie
7643,57003,ANTOING,2,Wallonie
7700,54007,MOUSCRON,2,Wallonie
7711,54007,MOUSCRON,2,Wallonie
7712,54007,MOUSCRON,2,Wallonie
7730,57027,ESTAIMPUIS,2,Wallonie
7740,57062,PECQ,2,Wallonie
7742,57062,PECQ,2,Wallonie
7743,57062,PECQ,2,Wallonie
7750,57095,MONT-DE-L£ENCLUS,2,Wallonie
7760,57018,CELLES,2,Wallonie
7780,54010,COMINES-WARNETON,2,Wallonie
7781,54010,COMINES-WARNETON,2,Wallonie
7782,54010,COMINES-WARNETON,2,Wallonie
7783,54010,COMINES-WARNETON,2,Wallonie
7784,54010,COMINES-WARNETON,2,Wallonie
7800,51004,ATH,2,Wallonie
7801,51004,ATH,2,Wallonie
7802,51004,ATH,2,Wallonie
7803,51004,ATH,2,Wallonie
7804,51004,ATH,2,Wallonie
7810,51004,ATH,2,Wallonie
7811,51004,ATH,2,Wallonie
7812,51004,ATH,2,Wallonie
7822,51004,ATH,2,Wallonie
7823,51004,ATH,2,Wallonie
7830,55039,SILLY,2,Wallonie
7850,55010,ENGHIEN,2,Wallonie
7860,55023,LESSINES,2,Wallonie
7861,55023,LESSINES,2,Wallonie
7862,55023,LESSINES,2,Wallonie
7863,55023,LESSINES,2,Wallonie
7864,55023,LESSINES,2,Wallonie
7866,55023,LESSINES,2,Wallonie
7870,53046,LENS,2,Wallonie
7880,51019,FLOBECQ,2,Wallonie
7890,51017,ELLEZELLES,2,Wallonie
7900,57094,LEUZE-EN-HAINAUT,2,Wallonie
7901,57094,LEUZE-EN-HAINAUT,2,Wallonie
7903,57094,LEUZE-EN-HAINAUT,2,Wallonie
7904,57094,LEUZE-EN-HAINAUT,2,Wallonie
7906,57094,LEUZE-EN-HAINAUT,2,Wallonie
7910,51065,FRASNES-LEZ-ANVAING,2,Wallonie
7911,51065,FRASNES-LEZ-ANVAING,2,Wallonie
7912,51065,FRASNES-LEZ-ANVAING,2,Wallonie
7940,51012,BRUGELETTE,2,Wallonie
7941,51012,BRUGELETTE,2,Wallonie
7942,51012,BRUGELETTE,2,Wallonie
7943,51012,BRUGELETTE,2,Wallonie
7950,51014,CHIEVRES,2,Wallonie
7951,51014,CHIEVRES,2,Wallonie
7970,51008,BELOEIL,2,Wallonie
7971,51008,BELOEIL,2,Wallonie
7972,51008,BELOEIL,2,Wallonie
7973,51008,BELOEIL,2,Wallonie
8000,31005,BRUGES,1,Flandre
8020,31022,OOSTKAMP,1,Flandre
8200,31005,BRUGES,1,Flandre
8210,31040,ZEDELGEM,1,Flandre
8211,31040,ZEDELGEM,1,Flandre
8300,31043,KNOKKE-HEIST,1,Flandre
8301,31043,KNOKKE-HEIST,1,Flandre
8310,31005,BRUGES,1,Flandre
8340,31006,DAMME,1,Flandre
8370,31004,BLANKENBERGE,1,Flandre
8377,31042,ZUIENKERKE,1,Flandre
8380,31005,BRUGES,1,Flandre
8400,35013,OSTENDE,1,Flandre
8420,35029,DE HAAN,1,Flandre
8421,35029,DE HAAN,1,Flandre
8430,35011,MIDDELKERKE,1,Flandre
8431,35011,MIDDELKERKE,1,Flandre
8432,35011,MIDDELKERKE,1,Flandre
8433,35011,MIDDELKERKE,1,Flandre
8434,35011,MIDDELKERKE,1,Flandre
8450,35002,BREDENE,1,Flandre
8460,35014,OUDENBURG,1,Flandre
8470,35005,GISTEL,1,Flandre
8480,35006,ICHTEGEM,1,Flandre
8490,31012,JABBEKE,1,Flandre
8500,34022,COURTRAI,1,Flandre
8501,34022,COURTRAI,1,Flandre
8510,34022,COURTRAI,1,Flandre
8511,34022,COURTRAI,1,Flandre
8520,34023,KUURNE,1,Flandre
8530,34013,HARELBEKE,1,Flandre
8531,34013,HARELBEKE,1,Flandre
8540,34009,DEERLIJK,1,Flandre
8550,34042,ZWEVEGEM,1,Flandre
8551,34042,ZWEVEGEM,1,Flandre
8552,34042,ZWEVEGEM,1,Flandre
8553,34042,ZWEVEGEM,1,Flandre
8554,34042,ZWEVEGEM,1,Flandre
8560,34041,WEVELGEM,1,Flandre
8570,34002,ANZEGEM,1,Flandre
8572,34002,ANZEGEM,1,Flandre
8573,34002,ANZEGEM,1,Flandre
8580,34003,AVELGEM,1,Flandre
8581,34003,AVELGEM,1,Flandre
8582,34003,AVELGEM,1,Flandre
8583,34003,AVELGEM,1,Flandre
8587,34043,ESPIERRES-HELCHIN,1,Flandre
8600,32003,DIXMUDE,1,Flandre
8610,32011,KORTEMARK,1,Flandre
8620,38016,NIEUPORT,1,Flandre
8630,38025,FURNES,1,Flandre
8640,33041,VLETEREN,1,Flandre
8647,32030,LO-RENINGE,1,Flandre
8650,32006,HOUTHULST,1,Flandre
8660,38008,LA PANNE,1,Flandre
8670,38014,KOKSIJDE,1,Flandre
8680,32010,KOEKELARE,1,Flandre
8690,38002,ALVERINGEM,1,Flandre
8691,38002,ALVERINGEM,1,Flandre
8700,37015,TIELT,1,Flandre
8710,37017,WIELSBEKE,1,Flandre
8720,37002,DENTERGEM,1,Flandre
8730,31003,BEERNEM,1,Flandre
8740,37011,PITTEM,1,Flandre
8750,37018,WINGENE,1,Flandre
8755,37012,RUISELEDE,1,Flandre
8760,37007,MEULEBEKE,1,Flandre
8770,36007,INGELMUNSTER,1,Flandre
8780,37010,OOSTROZEBEKE,1,Flandre
8790,34040,WAREGEM,1,Flandre
8791,34040,WAREGEM,1,Flandre
8792,34040,WAREGEM,1,Flandre
8793,34040,WAREGEM,1,Flandre
8800,36015,ROULERS,1,Flandre
8810,36011,LICHTERVELDE,1,Flandre
8820,31033,TORHOUT,1,Flandre
8830,36006,HOOGLEDE,1,Flandre
8840,36019,STADEN,1,Flandre
8850,37020,ARDOOIE,1,Flandre
8851,37020,ARDOOIE,1,Flandre
8860,34025,LENDELEDE,1,Flandre
8870,36008,IZEGEM,1,Flandre
8880,36010,LEDEGEM,1,Flandre
8890,36012,MOORSLEDE,1,Flandre
8900,33011,YPRES,1,Flandre
8902,33011,YPRES,1,Flandre
8904,33011,YPRES,1,Flandre
8906,33011,YPRES,1,Flandre
8908,33011,YPRES,1,Flandre
8920,33040,LANGEMARK-POELKAPELLE,1,Flandre
8930,34027,MENIN,1,Flandre
8940,33029,WERVIK,1,Flandre
8950,33039,HEUVELLAND,1,Flandre
8951,33039,HEUVELLAND,1,Flandre
8952,33039,HEUVELLAND,1,Flandre
8953,33039,HEUVELLAND,1,Flandre
8954,33039,HEUVELLAND,1,Flandre
8956,33039,HEUVELLAND,1,Flandre
8957,33016,MESSINES,1,Flandre
8958,33039,HEUVELLAND,1,Flandre
8970,33021,POPERINGE,1,Flandre
8972,33021,POPERINGE,1,Flandre
8978,33021,POPERINGE,1,Flandre
8980,33037,ZONNEBEKE,1,Flandre
9000,44021,GAND,1,Flandre
9030,44021,GAND,1,Flandre
9031,44021,GAND,1,Flandre
9032,44021,GAND,1,Flandre
9040,44021,GAND,1,Flandre
9041,44021,GAND,1,Flandre
9042,44021,GAND,1,Flandre
9050,44021,GAND,1,Flandre
9051,44021,GAND,1,Flandre
9052,44021,GAND,1,Flandre
9060,43018,ZELZATE,1,Flandre
9070,44013,DESTELBERGEN,1,Flandre
9080,44034,LOCHRISTI,1,Flandre
9090,44040,MELLE,1,Flandre
9100,46021,SAINT-NICOLAS,1,Flandre
9111,46021,SAINT-NICOLAS,1,Flandre
9112,46021,SAINT-NICOLAS,1,Flandre
9120,46003,BEVEREN,1,Flandre
9130,46003,BEVEREN,1,Flandre
9140,46025,TAMISE,1,Flandre
9150,46013,KRUIBEKE,1,Flandre
9160,46014,LOKEREN,1,Flandre
9170,46020,SINT-GILLIS-WAAS,1,Flandre
9180,44045,MOERBEKE,1,Flandre
9185,44073,WACHTEBEKE,1,Flandre
9190,46024,STEKENE,1,Flandre
9200,42006,TERMONDE,1,Flandre
9220,42008,HAMME,1,Flandre
9230,42025,WETTEREN,1,Flandre
9240,42028,ZELE,1,Flandre
9250,42023,WAASMUNSTER,1,Flandre
9255,42004,BUGGENHOUT,1,Flandre
9260,42026,WICHELEN,1,Flandre
9270,42010,LAARNE,1,Flandre
9280,42011,LEBBEKE,1,Flandre
9290,42003,BERLARE,1,Flandre
9300,41002,ALOST,1,Flandre
9308,41002,ALOST,1,Flandre
9310,41002,ALOST,1,Flandre
9320,41002,ALOST,1,Flandre
9340,41034,LEDE,1,Flandre
9400,41048,NINOVE,1,Flandre
9401,41048,NINOVE,1,Flandre
9402,41048,NINOVE,1,Flandre
9403,41048,NINOVE,1,Flandre
9404,41048,NINOVE,1,Flandre
9406,41048,NINOVE,1,Flandre
9420,41082,ERPE-MERE,1,Flandre
9450,41024,HAALTERT,1,Flandre
9451,41024,HAALTERT,1,Flandre
9470,41011,DENDERLEEUW,1,Flandre
9472,41011,DENDERLEEUW,1,Flandre
9473,41011,DENDERLEEUW,1,Flandre
9500,41018,GRAMMONT,1,Flandre
9506,41018,GRAMMONT,1,Flandre
9520,41063,SINT-LIEVENS-HOUTEM,1,Flandre
9521,41063,SINT-LIEVENS-HOUTEM,1,Flandre
9550,41027,HERZELE,1,Flandre
9551,41027,HERZELE,1,Flandre
9552,41027,HERZELE,1,Flandre
9570,45063,LIERDE,1,Flandre
9571,45063,LIERDE,1,Flandre
9572,45063,LIERDE,1,Flandre
9600,45041,RENAIX,1,Flandre
9620,41081,ZOTTEGEM,1,Flandre
9630,45065,ZWALM,1,Flandre
9636,45065,ZWALM,1,Flandre
9660,45059,BRAKEL,1,Flandre
9661,45059,BRAKEL,1,Flandre
9667,45062,HOREBEKE,1,Flandre
9680,45064,MAARKEDAL,1,Flandre
9681,45064,MAARKEDAL,1,Flandre
9688,45064,MAARKEDAL,1,Flandre
9690,45060,KLUISBERGEN,1,Flandre
9700,45035,AUDENARDE,1,Flandre
9750,45057,ZINGEM,1,Flandre
9770,45017,KRUISHOUTEM,1,Flandre
9771,45017,KRUISHOUTEM,1,Flandre
9772,45017,KRUISHOUTEM,1,Flandre
9790,45061,WORTEGEM-PETEGEM,1,Flandre
9800,44011,DEINZE,1,Flandre
9810,44048,NAZARETH,1,Flandre
9820,44043,MERELBEKE,1,Flandre
9830,44064,SINT-MARTENS-LATEM,1,Flandre
9831,44064,SINT-MARTENS-LATEM,1,Flandre
9840,44012,DE PINTE,1,Flandre
9850,44049,NEVELE,1,Flandre
9860,44052,OOSTERZELE,1,Flandre
9870,44081,ZULTE,1,Flandre
9880,44001,AALTER,1,Flandre
9881,44001,AALTER,1,Flandre
9890,44020,GAVERE,1,Flandre
9900,43005,EEKLO,1,Flandre
9910,44029,KNESSELARE,1,Flandre
9920,44036,LOVENDEGEM,1,Flandre
9921,44036,LOVENDEGEM,1,Flandre
9930,44080,ZOMERGEM,1,Flandre
9931,44080,ZOMERGEM,1,Flandre
9932,44080,ZOMERGEM,1,Flandre
9940,44019,EVERGEM,1,Flandre
9950,44072,WAARSCHOOT,1,Flandre
9960,43002,ASSENEDE,1,Flandre
9961,43002,ASSENEDE,1,Flandre
9968,43002,ASSENEDE,1,Flandre
9970,43007,KAPRIJKE,1,Flandre
9971,43007,KAPRIJKE,1,Flandre
9980,43014,SINT-LAUREINS,1,Flandre
9981,43014,SINT-LAUREINS,1,Flandre
9982,43014,SINT-LAUREINS,1,Flandre
9988,43014,SINT-LAUREINS,1,Flandre
9990,43010,MALDEGEM,1,Flandre
9991,43010,MALDEGEM,1,Flandre
9992,43010,MALDEGEM,1,Flandre
